5000,4,4.5,3,9,555,0,90
9000,4,1,1,9,555,0,90
45,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,2,9,444,0,84
5000,4,4.5,2,9,555,0,85
9000,4,1,1,9,555,0,85
46,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,12,9,444,0,88
5000,4,4.5,12,9,555,0,89
9000,4,1,1,9,555,0,89
47,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,5,9,444,0,84
5000,4,4.5,5,9,555,0,85
9000,4,1,1,9,555,0,85
48,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,5
4000,2,2000,-2,9,1,1,21
4000,2,2000,-3,9,1,1,44
3000,2,2000,-2,9,1,1,49
3000,3,5,17,9,444,0,104
5000,4,4.5,17,9,555,0,105
9000,4,1,1,9,555,0,105
49,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,5,9,444,0,82
5000,4,4.5,5,9,555,0,83
9000,4,1,1,9,555,0,83
50,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,9
3000,3,5,8,9,444,0,88
5000,4,4.5,8,9,555,0,89
9000,4,1,1,9,555,0,89
51,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,11,9,444,0,83
5000,4,4.5,11,9,555,0,84
9000,4,1,1,9,555,0,84
52,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,77
3000,3,5,5,9,444,0,89
5000,4,4.5,5,9,555,0,90
9000,4,1,1,9,555,0,90
53,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,6
4000,2,2000,-2,9,1,1,33
4000,2,2000,-2,9,1,1,44
3000,2,2000,-2,9,1,1,45
3000,3,5,20,9,444,0,102
5000,4,4.5,20,9,555,0,103
9000,4,1,1,9,555,0,103
54,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,12,9,444,0,94
5000,4,4.5,12,9,555,0,95
9000,4,1,1,9,555,0,95
55,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,2,9,444,0,86
5000,4,4.5,2,9,555,0,87
9000,4,1,1,9,555,0,87
56,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,45
3000,3,5,8,9,444,0,98
5000,4,4.5,8,9,555,0,99
9000,4,1,1,9,555,0,99
58,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,7,9,444,0,86
5000,4,4.5,7,9,555,0,87
9000,4,1,1,9,555,0,87
59,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,94
5000,4,4.5,4,9,555,0,95
9000,4,1,1,9,555,0,95
60,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,88
5000,4,4.5,4,9,555,0,89
9000,4,1,1,9,555,0,89
62,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
5000,2,2000,-1,9,1,1,39
2033,2,13,1,9,1,1,39
3000,3,0,0,9,1,1,39
3000,4,5,35,9,444,0,203
5000,5,4.2,55,9,555,0,204
9000,5,1,2,9,555,0,204
63,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,1,9,444,0,80
5000,4,4.5,1,9,555,0,81
9000,4,1,1,9,555,0,81
64,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,9,9,444,0,90
5000,4,4.5,9,9,555,0,91
9000,4,1,1,9,555,0,91
65,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,47
3000,3,5,17,9,444,0,86
5000,4,4.5,17,9,555,0,87
9000,4,1,1,9,555,0,87
66,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,2,9,444,0,82
5000,4,4.5,2,9,555,0,83
9000,4,1,1,9,555,0,83
67,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,80
5000,4,4.5,4,9,555,0,81
9000,4,1,1,9,555,0,81
68,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,6,9,444,0,87
5000,4,4.5,6,9,555,0,88
9000,4,1,1,9,555,0,88
69,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,54
3000,2,2000,-2,9,1,1,67
3000,3,5,15,9,444,0,97
5000,4,4.5,15,9,555,0,98
9000,4,1,1,9,555,0,98
70,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,8,9,444,0,85
5000,4,4.5,8,9,555,0,86
9000,4,1,1,9,555,0,86
71,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,81
5000,4,4.5,4,9,555,0,82
9000,4,1,1,9,555,0,82
72,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,3
4000,2,2000,-3,9,1,1,4
4000,2,2000,-3,9,1,1,9
3000,2,2000,-3,9,1,1,18
3000,3,5,13,9,444,0,103
5000,4,4.5,13,9,555,0,104
9000,4,1,1,9,555,0,104
73,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,9,9,444,0,91
5000,4,4.5,9,9,555,0,92
9000,4,1,1,9,555,0,92
75,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,28
4000,2,2000,-3,9,1,1,33
3000,2,2000,-3,9,1,1,34
3000,3,5,5,9,444,0,89
5000,4,4.5,5,9,555,0,90
9000,4,1,1,9,555,0,90
76,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,90
5000,4,4.5,3,9,555,0,91
9000,4,1,1,9,555,0,91
79,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,2,9,444,0,90
5000,4,4.5,2,9,555,0,91
9000,4,1,1,9,555,0,91
80,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,18
3000,2,2000,-2,9,1,1,39
3000,3,5,11,9,444,0,88
5000,4,4.5,11,9,555,0,89
9000,4,1,1,9,555,0,89
81,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,32
3000,2,2000,-2,9,1,1,33
3000,3,5,20,9,444,0,92
5000,4,4.5,20,9,555,0,93
9000,4,1,1,9,555,0,93
82,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,85
5000,4,4.5,4,9,555,0,86
9000,4,1,1,9,555,0,86
83,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,32
3000,3,5,12,9,444,0,86
5000,4,4.5,12,9,555,0,87
9000,4,1,1,9,555,0,87
84,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,13
3000,2,2000,-3,9,1,1,22
3000,3,5,17,9,444,0,116
5000,4,4.5,17,9,555,0,117
9000,4,1,1,9,555,0,117
86,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,95
5000,4,4.5,4,9,555,0,96
9000,4,1,1,9,555,0,96
88,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,27
4000,2,2000,-2,9,1,1,44
3000,2,2000,-3,9,1,1,45
3000,3,5,8,9,444,0,87
5000,4,4.5,8,9,555,0,88
9000,4,1,1,9,555,0,88
89,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,1,9,444,0,92
5000,4,4.5,1,9,555,0,93
9000,4,1,1,9,555,0,93
91,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,2
3000,3,5,3,9,444,0,84
5000,4,4.5,3,9,555,0,85
9000,4,1,1,9,555,0,85
92,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,82
5000,4,4.5,3,9,555,0,83
9000,4,1,1,9,555,0,83
93,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,41
3000,3,5,9,9,444,0,97
5000,4,4.5,9,9,555,0,98
9000,4,1,1,9,555,0,98
94,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,8,9,444,0,89
5000,4,4.5,8,9,555,0,90
9000,4,1,1,9,555,0,90
95,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,8,9,444,0,82
5000,4,4.5,8,9,555,0,83
9000,4,1,1,9,555,0,83
97,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,13,9,444,0,87
5000,4,4.5,13,9,555,0,88
9000,4,1,1,9,555,0,88
98,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,5
3000,3,5,3,9,444,0,86
5000,4,4.5,3,9,555,0,87
9000,4,1,1,9,555,0,87
99,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,31
3000,3,5,12,9,444,0,90
5000,4,4.5,12,9,555,0,91
9000,4,1,1,9,555,0,91
100,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,15
4000,2,2000,-2,9,1,1,62
3000,2,2000,-2,9,1,1,83
3000,3,5,27,9,444,0,125
5000,4,4.5,27,9,555,0,126
9000,4,1,1,9,555,0,126
102,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,83
5000,4,4.5,3,9,555,0,84
9000,4,1,1,9,555,0,84
103,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,34
3000,2,2000,-3,9,1,1,39
3000,3,5,9,9,444,0,93
5000,4,4.5,9,9,555,0,94
9000,4,1,1,9,555,0,94
104,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,9,9,444,0,86
5000,4,4.5,9,9,555,0,87
9000,4,1,1,9,555,0,87
105,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,5,9,444,0,88
5000,4,4.5,5,9,555,0,89
9000,4,1,1,9,555,0,89
106,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,20
3000,3,5,21,9,444,0,115
5000,4,4.5,21,9,555,0,116
9000,4,1,1,9,555,0,116
107,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,50
3000,3,5,15,9,444,0,87
5000,4,4.5,15,9,555,0,88
9000,4,1,1,9,555,0,88
108,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,6,9,444,0,89
5000,4,4.5,6,9,555,0,90
9000,4,1,1,9,555,0,90
109,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,28
3000,3,5,6,9,444,0,86
5000,4,4.5,6,9,555,0,87
9000,4,1,1,9,555,0,87
110,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,20
5000,2,2000,-1,9,1,1,40
2033,2,13,1,9,1,1,40
3000,3,0,0,9,1,1,40
3000,4,5,17,9,444,0,108
5000,5,4.5,17,9,555,0,109
9000,5,1,2,9,555,0,109
111,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,84
5000,4,4.5,4,9,555,0,85
9000,4,1,1,9,555,0,85
112,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,2,9,444,0,97
5000,4,4.5,2,9,555,0,98
9000,4,1,1,9,555,0,98
113,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,20
3000,3,5,8,9,444,0,113
5000,4,4.5,8,9,555,0,114
9000,4,1,1,9,555,0,114
114,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,0,9,444,0,91
5000,4,4.5,0,9,555,0,92
9000,4,1,1,9,555,0,92
115,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,8,9,444,0,96
5000,4,4.5,8,9,555,0,97
9000,4,1,1,9,555,0,97
116,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,6,9,444,0,93
5000,4,4.5,6,9,555,0,94
9000,4,1,1,9,555,0,94
117,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,42
3000,3,5,12,9,444,0,89
5000,4,4.5,12,9,555,0,90
9000,4,1,1,9,555,0,90
118,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,7
3000,2,2000,-2,9,1,1,75
3000,3,5,47,9,444,0,109
5000,4,4.2,46,9,555,0,110
9000,4,1,1,9,555,0,110
119,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,67
3000,3,5,12,9,444,0,81
5000,4,4.5,12,9,555,0,82
9000,4,1,1,9,555,0,82
120,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,24
3000,3,5,2,9,444,0,89
5000,4,4.5,2,9,555,0,90
9000,4,1,1,9,555,0,90
121,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,90
5000,4,4.5,3,9,555,0,91
9000,4,1,1,9,555,0,91
122,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,2
3000,3,5,11,9,444,0,83
5000,4,4.5,11,9,555,0,84
9000,4,1,1,9,555,0,84
124,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,30
3000,3,5,19,9,444,0,94
5000,4,4.5,19,9,555,0,95
9000,4,1,1,9,555,0,95
125,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,5
3000,3,5,7,9,444,0,85
5000,4,4.5,7,9,555,0,86
9000,4,1,1,9,555,0,86
126,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,82
3000,3,5,2,9,444,0,87
5000,4,4.5,2,9,555,0,88
9000,4,1,1,9,555,0,88
128,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,5,9,444,0,93
5000,4,4.5,5,9,555,0,94
9000,4,1,1,9,555,0,94
129,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,28
3000,3,5,11,9,444,0,90
5000,4,4.5,11,9,555,0,91
9000,4,1,1,9,555,0,91
130,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,26
3000,3,5,7,9,444,0,86
5000,4,4.5,7,9,555,0,87
9000,4,1,1,9,555,0,87
131,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,87
5000,4,4.5,3,9,555,0,88
9000,4,1,1,9,555,0,88
133,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,11
3000,3,5,17,9,444,0,86
5000,4,4.5,17,9,555,0,87
9000,4,1,1,9,555,0,87
134,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,2,9,444,0,80
5000,4,4.5,2,9,555,0,81
9000,4,1,1,9,555,0,81
136,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,90
5000,4,4.5,3,9,555,0,91
9000,4,1,1,9,555,0,91
137,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,56
3000,3,5,1,9,444,0,81
5000,4,4.5,1,9,555,0,82
9000,4,1,1,9,555,0,82
138,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,5
3000,3,5,2,9,444,0,79
5000,4,4.5,2,9,555,0,80
9000,4,1,1,9,555,0,80
140,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,5
3000,2,2000,-2,9,1,1,10
3000,3,5,20,9,444,0,107
5000,4,4.5,20,9,555,0,108
9000,4,1,1,9,555,0,108
142,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,9
3000,3,5,6,9,444,0,90
5000,4,4.5,6,9,555,0,91
9000,4,1,1,9,555,0,91
143,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,6,9,444,0,95
5000,4,4.5,6,9,555,0,96
9000,4,1,1,9,555,0,96
144,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,41
3000,2,2000,-3,9,1,1,84
3000,3,5,7,9,444,0,95
5000,4,4.5,7,9,555,0,96
9000,4,1,1,9,555,0,96
145,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-2,9,1,1,20
3000,3,5,6,9,444,0,99
5000,4,4.5,6,9,555,0,100
9000,4,1,1,9,555,0,100
146,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,5
3000,2,2000,-2,9,1,1,65
3000,3,5,3,9,444,0,88
5000,4,4.5,3,9,555,0,89
9000,4,1,1,9,555,0,89
147,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,17
3000,2,2000,-2,9,1,1,45
3000,3,5,13,9,444,0,97
5000,4,4.5,13,9,555,0,98
9000,4,1,1,9,555,0,98
148,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,102
5000,4,4.5,3,9,555,0,103
9000,4,1,1,9,555,0,103
149,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,7,9,444,0,90
5000,4,4.5,7,9,555,0,91
9000,4,1,1,9,555,0,91
152,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,5,9,444,0,80
5000,4,4.5,5,9,555,0,81
9000,4,1,1,9,555,0,81
153,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-3,9,1,1,12
3000,2,2000,-2,9,1,1,27
3000,3,5,11,9,444,0,93
5000,4,4.5,11,9,555,0,94
9000,4,1,1,9,555,0,94
155,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,4
3000,3,5,0,9,444,0,82
5000,4,4.5,0,9,555,0,83
9000,4,1,1,9,555,0,83
156,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,4,9,444,0,86
5000,4,4.5,4,9,555,0,87
9000,4,1,1,9,555,0,87
157,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
4000,2,2000,-2,9,1,1,22
3000,2,2000,-3,9,1,1,59
3000,3,5,5,9,444,0,90
5000,4,4.5,5,9,555,0,91
9000,4,1,1,9,555,0,91
158,1000,5
3000,1,40,9,444,0,0
3000,2,1.6,179,9,1,1,1
3000,3,5,3,9,444,0,88
5000,4,4.5,3,9,555,0,89
9000,4,1,1,9,555,0,89
160,1000,5
3000,1,40,9,444,0,0
4000,2,1.6,179,9,1,1,1
3000,2,2000,-3,9,1,1,18
3000,3,5,9,9,444,0,88
